YYYY/MM/DD HH:MM:SS,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
2021/07/08 22:12:44,1.8.1,ClosedEcon_PR1,5,4.02,1,29,Left,Left,433,75,28,28,nan,nan,0.1
2021/07/08 22:16:47,1.8.1,ClosedEcon_PR1,5,4.02,1,29,Right,Left,433,76,28,28,nan,nan,0.31
2021/07/08 22:16:48,1.8.1,ClosedEcon_PR1,5,4.02,1,29,Left,Left,434,76,28,28,nan,nan,0.24
2021/07/08 22:16:49,1.8.1,ClosedEcon_PR1,5,4.01,1,29,Left,Left,435,76,28,28,nan,nan,0.12
2021/07/08 22:16:51,1.8.1,ClosedEcon_PR1,5,4.01,1,29,Pellet,Left,435,76,29,29,0.52,775,nan
2021/07/08 22:17:27,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,436,76,29,29,nan,nan,0.1
2021/07/08 22:17:28,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,437,76,29,29,nan,nan,0.22
2021/07/08 22:17:30,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,438,76,29,29,nan,nan,0.08
2021/07/08 22:17:31,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,439,76,29,29,nan,nan,0.24
2021/07/08 22:17:34,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,440,76,29,29,nan,nan,0.1
2021/07/08 22:17:35,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,441,76,29,29,nan,nan,0.07
2021/07/08 22:17:38,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,442,76,29,29,nan,nan,0.17
2021/07/08 22:17:39,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,443,76,29,29,nan,nan,0.14
2021/07/08 22:17:40,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,444,76,29,29,nan,nan,0.09
2021/07/08 22:17:42,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,445,76,29,29,nan,nan,0.22
2021/07/08 22:17:47,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,446,76,29,29,nan,nan,0.27
2021/07/08 22:17:49,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,447,76,29,29,nan,nan,0.14
2021/07/08 22:17:53,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,448,76,29,29,nan,nan,0.12
2021/07/08 22:17:55,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,449,76,29,29,nan,nan,0.24
2021/07/08 22:17:56,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,450,76,29,29,nan,nan,0.09
2021/07/08 22:17:58,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,451,76,29,29,nan,nan,0.1
2021/07/08 22:18:00,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,452,76,29,29,nan,nan,0.12
2021/07/08 22:18:02,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,453,76,29,29,nan,nan,0.14
2021/07/08 22:18:05,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Right,Left,453,77,29,29,nan,nan,0.07
2021/07/08 22:18:06,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Right,Left,453,78,29,29,nan,nan,0.31
2021/07/08 22:18:07,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,454,78,29,29,nan,nan,0.08
2021/07/08 22:18:09,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,455,78,29,29,nan,nan,0.1
2021/07/08 22:18:11,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,456,78,29,29,nan,nan,0.22
2021/07/08 22:18:13,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,457,78,29,29,nan,nan,0.11
2021/07/08 22:18:14,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,458,78,29,29,nan,nan,0.14
2021/07/08 22:18:15,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,459,78,29,29,nan,nan,0.14
2021/07/08 22:18:19,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,460,78,29,29,nan,nan,0.03
2021/07/08 22:18:25,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,461,78,29,29,nan,nan,0.09
2021/07/08 22:18:27,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,462,78,29,29,nan,nan,0.5
2021/07/08 22:18:36,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Left,Left,463,78,29,29,nan,nan,0.39
2021/07/08 22:18:37,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,464,78,29,29,nan,nan,0.2
2021/07/08 22:18:47,1.8.1,ClosedEcon_PR1,5,4.01,1,30,Left,Left,465,78,29,29,nan,nan,0.44
2021/07/08 22:18:48,1.8.1,ClosedEcon_PR1,5,4.02,1,30,Pellet,Left,465,78,30,30,0.52,117,nan
2021/07/08 22:21:31,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,466,78,30,30,nan,nan,0
2021/07/08 22:25:36,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,467,78,30,30,nan,nan,0.21
2021/07/08 22:25:38,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,468,78,30,30,nan,nan,0.23
2021/07/08 22:25:39,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,469,78,30,30,nan,nan,0.19
2021/07/08 22:25:41,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,470,78,30,30,nan,nan,0.19
2021/07/08 22:26:15,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Right,Left,470,79,30,30,nan,nan,0.19
2021/07/08 22:26:16,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Right,Left,470,80,30,30,nan,nan,0.1
2021/07/08 22:26:17,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Right,Left,470,81,30,30,nan,nan,0
2021/07/08 22:26:20,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,471,81,30,30,nan,nan,0.11
2021/07/08 22:26:22,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,472,81,30,30,nan,nan,0.23
2021/07/08 22:26:24,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,473,81,30,30,nan,nan,0.09
2021/07/08 22:26:28,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Right,Left,473,82,30,30,nan,nan,0.03
2021/07/08 22:26:32,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,474,82,30,30,nan,nan,0.37
2021/07/08 22:26:34,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,475,82,30,30,nan,nan,0.18
2021/07/08 22:26:35,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,476,82,30,30,nan,nan,0.16
2021/07/08 22:26:38,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Right,Left,476,83,30,30,nan,nan,0.21
2021/07/08 22:26:40,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,477,83,30,30,nan,nan,0.05
2021/07/08 22:31:05,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,478,83,30,30,nan,nan,0.25
2021/07/08 22:36:33,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,479,83,30,30,nan,nan,0.08
2021/07/08 22:36:35,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,480,83,30,30,nan,nan,0.12
2021/07/08 22:37:44,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,481,83,30,30,nan,nan,0.12
2021/07/08 22:37:45,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,482,83,30,30,nan,nan,0.04
2021/07/08 22:41:47,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,483,83,30,30,nan,nan,0.33
2021/07/08 22:43:22,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,484,83,30,30,nan,nan,0.11
2021/07/08 22:52:43,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,485,83,30,30,nan,nan,0.19
2021/07/08 22:57:27,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,486,83,30,30,nan,nan,0.49
2021/07/08 22:57:29,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,487,83,30,30,nan,nan,0.08
2021/07/08 22:57:32,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Right,Left,487,84,30,30,nan,nan,0.03
2021/07/08 22:58:02,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,488,84,30,30,nan,nan,0
2021/07/08 23:06:18,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,489,84,30,30,nan,nan,0.05
2021/07/08 23:06:26,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,490,84,30,30,nan,nan,0.08
2021/07/08 23:06:33,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,491,84,30,30,nan,nan,0.02
2021/07/08 23:09:13,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,492,84,30,30,nan,nan,0.22
2021/07/08 23:09:15,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,493,84,30,30,nan,nan,0.2
2021/07/08 23:09:19,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,494,84,30,30,nan,nan,0.12
2021/07/08 23:09:21,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Left,Left,495,84,30,30,nan,nan,0.01
2021/07/08 23:09:24,1.8.1,ClosedEcon_PR1,5,4.02,1,31,Left,Left,496,84,30,30,nan,nan,0.16
2021/07/08 23:09:25,1.8.1,ClosedEcon_PR1,5,4.01,1,31,Pellet,Left,496,84,31,31,0.46,3037,nan
2021/07/08 23:10:46,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,497,84,31,31,nan,nan,0.29
2021/07/08 23:11:53,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Right,Left,497,85,31,31,nan,nan,0.46
2021/07/08 23:12:01,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Right,Left,497,86,31,31,nan,nan,0.13
2021/07/08 23:22:19,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,498,86,31,31,nan,nan,0.05
2021/07/08 23:22:20,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,499,86,31,31,nan,nan,0.2
2021/07/08 23:22:23,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,500,86,31,31,nan,nan,0.16
2021/07/08 23:22:25,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,501,86,31,31,nan,nan,0.1
2021/07/08 23:22:28,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,502,86,31,31,nan,nan,0.09
2021/07/08 23:22:30,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,503,86,31,31,nan,nan,0.08
2021/07/08 23:22:31,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,504,86,31,31,nan,nan,0.06
2021/07/08 23:22:40,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,505,86,31,31,nan,nan,0.07
2021/07/08 23:22:41,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,506,86,31,31,nan,nan,0
2021/07/08 23:22:43,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,507,86,31,31,nan,nan,0.09
2021/07/08 23:22:45,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,508,86,31,31,nan,nan,0.14
2021/07/08 23:22:46,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,509,86,31,31,nan,nan,0
2021/07/08 23:22:48,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,510,86,31,31,nan,nan,0.19
2021/07/08 23:22:50,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,511,86,31,31,nan,nan,0.24
2021/07/08 23:22:51,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,512,86,31,31,nan,nan,0.22
2021/07/08 23:22:53,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,513,86,31,31,nan,nan,0.14
2021/07/08 23:22:56,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,514,86,31,31,nan,nan,0.14
2021/07/08 23:22:58,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,515,86,31,31,nan,nan,0.12
2021/07/08 23:23:04,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,516,86,31,31,nan,nan,0.18
2021/07/08 23:23:05,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,517,86,31,31,nan,nan,0.16
2021/07/08 23:23:07,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,518,86,31,31,nan,nan,0.13
2021/07/08 23:23:16,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Right,Left,518,87,31,31,nan,nan,0.01
2021/07/08 23:23:21,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,519,87,31,31,nan,nan,0.21
2021/07/08 23:23:22,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,520,87,31,31,nan,nan,0.12
2021/07/08 23:23:24,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,521,87,31,31,nan,nan,0.1
2021/07/08 23:24:35,1.8.1,ClosedEcon_PR1,5,4,1,32,Left,Left,522,87,31,31,nan,nan,0.28
2021/07/08 23:24:36,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,523,87,31,31,nan,nan,0.16
2021/07/08 23:25:08,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Right,Left,523,88,31,31,nan,nan,0.37
2021/07/08 23:25:11,1.8.1,ClosedEcon_PR1,5,4.02,1,32,Left,Left,524,88,31,31,nan,nan,0.06
2021/07/08 23:26:28,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,525,88,31,31,nan,nan,0.28
2021/07/08 23:26:30,1.8.1,ClosedEcon_PR1,5,4,1,32,Right,Left,525,89,31,31,nan,nan,0.11
2021/07/08 23:29:51,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,526,89,31,31,nan,nan,0.2
2021/07/08 23:30:23,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Left,Left,527,89,31,31,nan,nan,0.19
2021/07/08 23:48:45,1.8.1,ClosedEcon_PR1,5,4,1,32,Left,Left,528,89,31,31,nan,nan,0.18
2021/07/08 23:48:47,1.8.1,ClosedEcon_PR1,5,4.01,1,32,Pellet,Left,528,89,32,32,0.59,2362,nan
2021/07/08 23:49:45,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,529,89,32,32,nan,nan,0.09
2021/07/08 23:49:46,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,530,89,32,32,nan,nan,0.04
2021/07/08 23:49:47,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,531,89,32,32,nan,nan,0
2021/07/08 23:49:49,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,532,89,32,32,nan,nan,0.05
2021/07/08 23:49:51,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,533,89,32,32,nan,nan,0.2
2021/07/08 23:49:53,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,534,89,32,32,nan,nan,0.21
2021/07/08 23:49:55,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,535,89,32,32,nan,nan,0.4
2021/07/08 23:49:57,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,536,89,32,32,nan,nan,0.17
2021/07/08 23:49:59,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,537,89,32,32,nan,nan,0.12
2021/07/08 23:50:21,1.8.1,ClosedEcon_PR1,5,4,1,33,Left,Left,538,89,32,32,nan,nan,0.16
2021/07/08 23:52:03,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,539,89,32,32,nan,nan,0.34
2021/07/08 23:52:07,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,540,89,32,32,nan,nan,0.11
2021/07/08 23:52:13,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,541,89,32,32,nan,nan,0.31
2021/07/08 23:52:14,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,542,89,32,32,nan,nan,0.13
2021/07/08 23:52:18,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,543,89,32,32,nan,nan,0.11
2021/07/08 23:52:21,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Right,Left,543,90,32,32,nan,nan,0.13
2021/07/09 00:01:10,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,544,90,32,32,nan,nan,0.03
2021/07/09 00:01:12,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,545,90,32,32,nan,nan,0.17
2021/07/09 00:01:18,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,546,90,32,32,nan,nan,0
2021/07/09 00:01:20,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,547,90,32,32,nan,nan,0.38
2021/07/09 00:01:21,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,548,90,32,32,nan,nan,0.11
2021/07/09 00:01:23,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,549,90,32,32,nan,nan,0.25
2021/07/09 00:02:45,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Right,Left,549,91,32,32,nan,nan,0.11
2021/07/09 00:02:48,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,550,91,32,32,nan,nan,0.08
2021/07/09 00:04:50,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,551,91,32,32,nan,nan,0.24
2021/07/09 00:04:52,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,552,91,32,32,nan,nan,0.16
2021/07/09 00:04:53,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,553,91,32,32,nan,nan,0.2
2021/07/09 00:04:55,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,554,91,32,32,nan,nan,0.11
2021/07/09 00:04:57,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,555,91,32,32,nan,nan,0.16
2021/07/09 00:04:58,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,556,91,32,32,nan,nan,0.44
2021/07/09 00:04:59,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,557,91,32,32,nan,nan,0.21
2021/07/09 00:05:01,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,558,91,32,32,nan,nan,0.07
2021/07/09 00:05:02,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,559,91,32,32,nan,nan,0.12
2021/07/09 00:17:47,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Left,Left,560,91,32,32,nan,nan,0.24
2021/07/09 00:17:53,1.8.1,ClosedEcon_PR1,5,4.01,1,33,Left,Left,561,91,32,32,nan,nan,0.03
2021/07/09 00:17:54,1.8.1,ClosedEcon_PR1,5,4.02,1,33,Pellet,Left,561,91,33,33,0.33,1747,nan
2021/07/09 00:18:48,1.8.1,ClosedEcon_PR1,5,4,1,34,Left,Left,562,91,33,33,nan,nan,0.29
2021/07/09 00:18:49,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,563,91,33,33,nan,nan,0.14
2021/07/09 00:18:54,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,564,91,33,33,nan,nan,0.13
2021/07/09 00:19:59,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,565,91,33,33,nan,nan,0.01
2021/07/09 00:20:00,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,566,91,33,33,nan,nan,0.14
2021/07/09 00:20:02,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,567,91,33,33,nan,nan,0.1
2021/07/09 00:20:07,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,568,91,33,33,nan,nan,0.09
2021/07/09 00:20:10,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,569,91,33,33,nan,nan,0.16
2021/07/09 00:20:24,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,569,92,33,33,nan,nan,0.05
2021/07/09 00:20:26,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,570,92,33,33,nan,nan,0.39
2021/07/09 00:20:29,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,571,92,33,33,nan,nan,0.07
2021/07/09 00:20:32,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,571,93,33,33,nan,nan,0.17
2021/07/09 00:20:47,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,571,94,33,33,nan,nan,0.07
2021/07/09 00:20:55,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,571,95,33,33,nan,nan,0.16
2021/07/09 00:21:04,1.8.1,ClosedEcon_PR1,5,4.02,1,34,Right,Left,571,96,33,33,nan,nan,0.03
2021/07/09 00:21:13,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,572,96,33,33,nan,nan,0.18
2021/07/09 00:21:16,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,572,97,33,33,nan,nan,0.5
2021/07/09 00:21:19,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,573,97,33,33,nan,nan,0.4
2021/07/09 00:21:30,1.8.1,ClosedEcon_PR1,5,4,1,34,Left,Left,574,97,33,33,nan,nan,0.11
2021/07/09 00:21:35,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Right,Left,574,98,33,33,nan,nan,0.04
2021/07/09 00:21:46,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,575,98,33,33,nan,nan,0.04
2021/07/09 00:22:23,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,576,98,33,33,nan,nan,0.19
2021/07/09 00:25:41,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,577,98,33,33,nan,nan,0.24
2021/07/09 00:44:39,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,578,98,33,33,nan,nan,0.02
2021/07/09 00:44:40,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,579,98,33,33,nan,nan,0.07
2021/07/09 00:45:10,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,580,98,33,33,nan,nan,0.13
2021/07/09 00:45:17,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,581,98,33,33,nan,nan,0.55
2021/07/09 00:45:19,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,582,98,33,33,nan,nan,0.12
2021/07/09 00:45:22,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,583,98,33,33,nan,nan,0.1
2021/07/09 00:45:24,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,584,98,33,33,nan,nan,0.38
2021/07/09 00:45:31,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,585,98,33,33,nan,nan,0.12
2021/07/09 00:55:40,1.8.1,ClosedEcon_PR1,5,4,1,34,Left,Left,586,98,33,33,nan,nan,0.14
2021/07/09 01:07:09,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,587,98,33,33,nan,nan,0.09
2021/07/09 01:07:11,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,588,98,33,33,nan,nan,0.39
2021/07/09 01:07:21,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,589,98,33,33,nan,nan,0.17
2021/07/09 01:27:59,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,590,98,33,33,nan,nan,0.06
2021/07/09 01:28:00,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,591,98,33,33,nan,nan,0.27
2021/07/09 01:28:11,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,592,98,33,33,nan,nan,0.06
2021/07/09 01:28:13,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,593,98,33,33,nan,nan,0.27
2021/07/09 01:28:14,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,594,98,33,33,nan,nan,0.21
2021/07/09 01:28:16,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Left,Left,595,98,33,33,nan,nan,0.18
2021/07/09 01:28:18,1.8.1,ClosedEcon_PR1,5,4.01,1,34,Pellet,Left,595,98,34,34,0.92,4224,nan
2021/07/09 01:28:46,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,596,98,34,34,nan,nan,0.07
2021/07/09 01:28:52,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,597,98,34,34,nan,nan,0.07
2021/07/09 01:28:55,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,598,98,34,34,nan,nan,0.34
2021/07/09 01:28:56,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,599,98,34,34,nan,nan,0.23
2021/07/09 01:28:58,1.8.1,ClosedEcon_PR1,5,4.02,1,35,Left,Left,600,98,34,34,nan,nan,0.2
2021/07/09 01:29:00,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,601,98,34,34,nan,nan,0.08
2021/07/09 01:29:02,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,602,98,34,34,nan,nan,0.36
2021/07/09 01:29:03,1.8.1,ClosedEcon_PR1,5,4,1,35,Left,Left,603,98,34,34,nan,nan,0.17
2021/07/09 01:29:05,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,604,98,34,34,nan,nan,0.11
2021/07/09 01:29:07,1.8.1,ClosedEcon_PR1,5,4,1,35,Left,Left,605,98,34,34,nan,nan,0.2
2021/07/09 01:29:11,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,606,98,34,34,nan,nan,0.37
2021/07/09 01:29:13,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,607,98,34,34,nan,nan,0.27
2021/07/09 01:29:14,1.8.1,ClosedEcon_PR1,5,4,1,35,Left,Left,608,98,34,34,nan,nan,0.24
2021/07/09 01:29:16,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,609,98,34,34,nan,nan,0.27
2021/07/09 01:29:20,1.8.1,ClosedEcon_PR1,5,4,1,35,Left,Left,610,98,34,34,nan,nan,0.13
2021/07/09 01:29:21,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,611,98,34,34,nan,nan,0.24
2021/07/09 01:29:24,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,612,98,34,34,nan,nan,0.16
2021/07/09 01:29:26,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,613,98,34,34,nan,nan,0.17
2021/07/09 01:29:29,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,614,98,34,34,nan,nan,0.17
2021/07/09 01:29:30,1.8.1,ClosedEcon_PR1,5,4,1,35,Left,Left,615,98,34,34,nan,nan,0.11
2021/07/09 01:29:31,1.8.1,ClosedEcon_PR1,5,4.01,1,35,Left,Left,616,98,34,34,nan,nan,0.31
